         usid   latitude   longitude                 cell  earfcndl
46687   13932  32.777043 -117.115157        CAL03386_2C_2     66986
46688   13932  32.777043 -117.115157        CAL03386_2C_2     66986
46689   98921  32.934094 -117.147967        CAL01622_3B_1      9820
46690   98921  32.934094 -117.147967        CAL01622_3A_1      9820
46691   98921  32.934094 -117.147967        CAL01622_3A_1      9820
46692   14149  32.746545 -117.159142        CAL03340_8A_1      2435
46693  103940  32.763335 -117.117232      CAL05025_7A_2_F      5330
46694   13837  32.816922 -117.157373      CAL03385_7A_2_F      5330
46695   13837  32.816922 -117.157373      CAL03385_7A_2_F      5330
46696   14119  32.610560 -117.068890      CAL00322_7A_2_F      5330
46697   46284  32.634699 -117.097151      CAL00757_7A_2_F      5330
46698   46284  32.634699 -117.097151      CAL00757_7C_2_F      5330
46699  120352  33.133691 -117.060726      CAL00234_7A_2_F      5330
46700  120352  33.133691 -117.060726      CAL00234_7D_2_F      5330
46701   14119  32.610560 -117.068890      CAL00322_7B_2_F      5330
46702   14119  32.610560 -117.068890      CAL00322_7C_2_F      5330
46703  103940  32.763335 -117.117232      CAL05025_7C_2_F      5330
46704  103940  32.763335 -117.117232      CAL05025_7B_2_F      5330
46705   46284  32.634699 -117.097151      CAL00757_7B_2_F      5330
46706   14556  33.164338 -117.104818        CAL03108_8C_1      2435
46707   14556  33.164338 -117.104818        CAL03108_8A_1      2435
46708   13997  32.879524 -117.162921        CAL00443_3C_1      9820
46709   14556  33.164338 -117.104818        CAL03108_8B_1      2435
46710   14560  32.760415 -117.183322        CAL03015_2B_2     66986
46711  115757  33.112897 -117.080206        CAL00501_7C_1      5780
46712   14149  32.746545 -117.159142      CAL03340_7A_2_F      5330
46713  117500  33.020919 -117.095738      CAL01609_7C_2_F      5330
46714  117500  33.020919 -117.095738      CAL01609_7C_2_F      5330
46715   13932  32.776993 -117.115412      CAL03386_7B_2_F      5330
46716  117500  33.020919 -117.095738      CAL01609_7A_2_F      5330
46717   13932  32.777038 -117.115145      CAL03386_7C_2_F      5330
46718  117500  33.020919 -117.095738      CAL01609_7B_2_F      5330
46719   13932  32.776984 -117.114942      CAL03386_7A_2_F      5330
46720  115757  33.112897 -117.080206        CAL00501_2A_2     66986
46721   45397  32.937664 -117.109195        CAL00766_2A_2     66986
46722  115757  33.112897 -117.080206        CAL00501_2C_1      2200
46723   82962  32.585338 -117.120179        CAL02048_2A_2     66986
46724  115757  33.112897 -117.080206        CAL00501_3B_1      9820
46725  115757  33.112897 -117.080206        CAL00501_3B_1      9820
46726   45397  32.937497 -117.109216        CAL00766_2B_2     66986
46727  115757  33.112897 -117.080206        CAL00501_2A_1      2200
46728  115757  33.112897 -117.080206        CAL00501_2C_2     66986
46729   12320  34.242833 -116.912472        CSL04135_2A_1      1975
46730   12320  34.242833 -116.912472        CSL04135_2C_1      1975
46731   12320  34.242833 -116.912472        CSL04135_2A_2     66986
46732  115757  33.112897 -117.080206        CAL00501_3A_1      9820
46733   12320  34.242833 -116.912472        CSL04135_2C_2     66986
46734   82962  32.585338 -117.120179        CAL02048_2B_2     66986
46735   14556  33.164338 -117.104818        CAL03108_2B_2     66986
46736   14556  33.164338 -117.104818        CAL03108_2B_2     66986
46737  115757  33.112897 -117.080206        CAL00501_2B_1      2200
46738  115757  33.112897 -117.080206        CAL00501_2B_1      2200
46739   12320  34.242833 -116.912472        CSL04135_2B_2     66986
46740  115757  33.112897 -117.080206        CAL00501_3C_1      9820
46741   14149  32.746545 -117.159142        CAL03340_2A_2     66986
46742   12320  34.242833 -116.912472        CSL04135_9C_1       850
46743   45397  32.937708 -117.109307        CAL00766_2C_2     66986
46744   45397  32.937708 -117.109307        CAL00766_2C_2     66986
46745   45397  32.937664 -117.109195        CAL00766_2A_1      2200
46746   12320  34.242833 -116.912472        CSL04135_9A_1       850
46747   45397  32.937497 -117.109216        CAL00766_2B_1      2200
46748   45397  32.937497 -117.109216        CAL00766_2B_1      2200
46749   13997  32.879524 -117.162921        CAL03443_2B_1      2200
46750   14556  33.164338 -117.104818        CAL03108_2A_2     66986
46751   13997  32.879524 -117.162921        CAL00443_7C_1      5780
46752   12320  34.242833 -116.912472        CSL04135_9B_1       850
46753  115757  33.112897 -117.080206        CAL00501_2B_2     66986
46754  115757  33.112897 -117.080206        CAL00501_2B_2     66986
46755   45397  32.937708 -117.109307        CAL00766_2C_1      2200
46756   45397  32.937708 -117.109307        CAL00766_2C_1      2200
46757   12320  34.242833 -116.912472        CSL04135_2B_1      1975
46758   12320  34.242833 -116.912472        CSL24135_7C_1      5780
46759   13930  32.801522 -117.151930        CAL03384_8A_1      2435
46760   13930  32.801522 -117.151930        CAL03384_8A_1      2435
46761   12320  34.242833 -116.912472        CSL24135_7A_1      5780
46762   12320  34.242833 -116.912472      CSL24135_7A_2_E      9720
46763   13997  32.879524 -117.162921        CAL00443_8C_1      2435
46764   13997  32.879524 -117.162921        CAL00443_8B_1      2435
46765   13997  32.879524 -117.162921        CAL03443_2C_2     66986
46766   13997  32.879524 -117.162921        CAL03443_2B_2     66986
46767   12320  34.242833 -116.912472      CSL24135_7C_2_E      9720
46768   12320  34.242833 -116.912472        CSL24135_7B_1      5780
46769   12320  34.242833 -116.912472      CSL24135_7B_2_E      9720
46770   13930  32.801522 -117.151930        CAL03384_2A_2     66986
46771   13930  32.801522 -117.151930        CAL03384_2A_2     66986
46772   13947  32.892227 -117.141401        CAL00422_3A_1      9820
46773   87830  32.975905 -117.076009        CAL04627_8B_1      2435
46774   87830  32.975905 -117.076009        CAL04627_2C_2     66986
46775   87830  32.975905 -117.076009        CAL04627_2C_2     66986
46776   87830  32.975905 -117.076009        CAL04627_2A_2     66986
46777   12320  34.242833 -116.912472        CSL24135_8B_1      2454
46778   87830  32.975905 -117.076009        CAL04627_8A_1      2435
46779   12320  34.242833 -116.912472        CSL24135_8C_1      2454
46780   12320  34.242833 -116.912472        CSL24135_8A_1      2454
46781   87830  32.975905 -117.076009        CAL04627_2B_2     66986
46782   87830  32.975905 -117.076009        CAL04627_8C_1      2435
46783  117500  33.020919 -117.095738        CAL01609_2C_1      2200
46784  117500  33.020919 -117.095738        CAL01609_2C_1      2200
46785  117500  33.020919 -117.095738        CAL01609_2A_1      2200
46786  117500  33.020919 -117.095738        CAL01609_2A_1      2200
46787  117500  33.020919 -117.095738        CAL01609_2A_1      2200
46788   99964  32.791448 -115.560380        CAL02764_3A_1      9820
46789  117500  33.020919 -117.095738        CAL01609_2A_2     66986
46790  117500  33.020919 -117.095738        CAL01609_2A_2     66986
46791  117500  33.020919 -117.095738        CAL01609_3A_1      9820
46792  117500  33.020919 -117.095738        CAL01609_3A_1      9820
46793  117500  33.020919 -117.095738        CAL01609_2B_1      2200
46794   99964  32.791448 -115.560380        CAL02764_3B_1      9820
46795  117500  33.020919 -117.095738        CAL01609_2B_2     66986
46796  117500  33.020919 -117.095738        CAL01609_3C_1      9820
46797  117500  33.020919 -117.095738        CAL01609_3B_1      9820
46798  117500  33.020919 -117.095738        CAL01609_2C_2     66986
46799   99964  32.791448 -115.560380        CAL02764_3C_1      9820
46800  117910  32.688828 -117.018760      CAL00363_7C_2_F      5330
46801   28035  32.890561 -117.153072      CAL00526_7A_2_F      5330
46802  115757  33.112897 -117.080206      CAL00501_7B_2_F      5330
46803  115757  33.112897 -117.080206      CAL00501_7A_2_F      5330
46804  117910  32.688828 -117.018760      CAL00363_7A_2_F      5330
46805  117910  32.688828 -117.018760      CAL00363_7B_2_F      5330
46806   97674  33.482867 -117.095028        CSL04990_2B_1      1975
46807   97674  33.482867 -117.095028        CSL04990_2B_1      1975
46808   97674  33.482867 -117.095028        CSL04990_9B_1       850
46809   40753  32.765627 -117.058984        CAL03539_2C_1      2200
46810   15986  33.629833 -116.239056        CSL04867_2C_1      1975
46811   40753  32.765627 -117.058984        CAL03539_2B_1      2200
46812   40753  32.765627 -117.058984        CAL03539_2B_1      2200
46813   40753  32.765627 -117.058984        CAL03539_2A_1      2200
46814   50580  32.605167 -117.081917      CAL05011_7A_2_F      5330
46815   50580  32.605167 -117.081917      CAL05011_7C_2_F      5330
46816   50580  32.605167 -117.081917      CAL05011_7B_2_F      5330
46817   15986  33.629833 -116.239056        CSL24867_7B_1      5780
46818   15986  33.629833 -116.239056        CSL24867_7A_1      5780
46819   15986  33.629833 -116.239056        CSL04867_9C_1       850
46820   87830  32.975905 -117.076009        CAL01627_3B_1      9820
46821   87830  32.975905 -117.076009        CAL01627_3C_1      9820
46822   87830  32.975905 -117.076009        CAL01627_3A_1      9820
46823   12320  34.242833 -116.912472        CSL24135_3B_1      9820
46824   26337  33.943778 -116.893528        CSL04836_3C_1      9820
46825   26337  33.943778 -116.893528        CSL04836_3C_1      9820
46826   36311  33.468503 -117.135781        CSL04933_3B_1      9820
46827   36311  33.468503 -117.135781        CSL04933_3B_1      9820
46828   26337  33.943778 -116.893528        CSL04836_3B_1      9820
46829   26337  33.943778 -116.893528        CSL04836_3B_1      9820
46830   12355  33.818398 -116.524972        CSL06087_3C_1      9820
46831   12355  33.818398 -116.524972        CSL09104_3B_1      9820
46832   12320  34.242833 -116.912472        CSL24135_3A_1      9820
46833   12355  33.818398 -116.524972        CSL04844_3A_1      9820
46834   12320  34.242833 -116.912472        CSL24135_3C_1      9820
46835   26337  33.943778 -116.893528        CSL04836_3A_1      9820
46836  159309  32.887763 -116.579710        CAL00653_9B_1       700
46837   79778  32.632199 -116.984706        CAL02021_2B_2     66986
46838   79778  32.632199 -116.984706        CAL02021_2A_1      2200
46839   79778  32.632199 -116.984706        CAL02021_2C_2     66986
46840   79778  32.632199 -116.984706        CAL02021_2A_2     66986
46841   79778  32.632199 -116.984706        CAL02021_2C_1      2200
46842   79778  32.632199 -116.984706        CAL02021_2B_1      2200
46843  159309  32.887763 -116.579710        CAL00653_9A_1       700
46844  159309  32.887763 -116.579710        CAL00653_9C_1       700
46845   12664  32.729575 -117.171922        CAL03122_8B_1      2435
46846   24406  33.801306 -116.545389        CSL04843_9A_1       850
46847   24406  33.801306 -116.545389        CSL04843_7A_1      5780
46848   24406  33.801306 -116.545389        CSL04843_2A_1      1975
46849   24406  33.801306 -116.545389        CSL04843_2B_1      1975
46850   24406  33.801306 -116.545389        CSL04843_2C_1      1975
46851  160487  32.764361 -115.531065        CAL02729_3C_1      9820
46852   12664  32.729575 -117.171922        CAL03122_2B_2     66986
46853   12664  32.729575 -117.171922        CAL03122_2B_2     66986
46854  160487  32.764361 -115.531065        CAL02729_3B_1      9820
46855   12664  32.729575 -117.171922        CAL03122_2B_1      2200
46856  115757  33.112897 -117.080206      CAL00501_7C_2_F      5330
46857   80592  32.788838 -116.931151        CAL02632_3B_1      9840
46858   80592  32.788838 -116.931151        CAL02632_3A_1      9840
46859  130836  32.837524 -116.983392        CAL00699_3C_1      9840
46860  130836  32.837524 -116.983392        CAL00699_3C_1      9840
46861  130836  32.837524 -116.983392        CAL00699_3C_1      9840
46862  130836  32.837524 -116.983392        CAL00699_3A_1      9840
46863  130836  32.837524 -116.983392        CAL00699_3A_1      9840
46864   40753  32.765627 -117.058984        CAL03539_8C_1      2435
46865   40753  32.765627 -117.058984        CAL03539_8A_1      2435
46866   40753  32.765627 -117.058984        CAL03539_8A_1      2435
46867   50610  32.938588 -117.057568        CAL01626_3C_1      9820
46868   50610  32.938588 -117.057568        CAL01626_3A_1      9820
46869   40753  32.765627 -117.058984        CAL03539_8B_1      2435
46870   40753  32.765627 -117.058984        CAL03539_8B_1      2435
46871   50610  32.938588 -117.057568        CAL01626_3B_1      9820
46872   40753  32.765627 -117.058984        CAL03539_2C_2     66986
46873   40753  32.765627 -117.058984        CAL03539_2B_2     66986
46874   40753  32.765627 -117.058984        CAL03539_2B_2     66986
46875   40753  32.765627 -117.058984        CAL03539_2A_2     66986
46876  114828  32.900180 -117.190137        CAL04632_2A_1      2200
46877  114828  32.900180 -117.190137        CAL04632_2A_1      2200
46878   12373  33.659972 -117.152306        CSL04713_7C_1      5780
46879   50610  32.938588 -117.057568        CAL01626_2C_1      2200
46880  160045  35.251631 -116.640664        CSL02611_3A_1      9820
46881   50610  32.938588 -117.057568        CAL01626_2C_2     66986
46882   50610  32.938588 -117.057568        CAL01626_2B_1      2200
46883  160045  35.251631 -116.640664        CSL02611_3C_1      9820
46884  160045  35.251631 -116.640664        CSL02611_3B_1      9820
46885   50610  32.938588 -117.057568        CAL01626_2B_2     66986
46886   50610  32.938588 -117.057568        CAL01626_2A_2     66986
46887  114828  32.900180 -117.190137        CAL04632_2A_2     66986
46888  114828  32.900180 -117.190137        CAL04632_2A_2     66986
46889   50610  32.938588 -117.057568        CAL01626_2A_1      2200
46890   12323  34.025444 -117.112917      CSL24640_7B_2_E      9720
46891   12323  34.025444 -117.112917        CSL24640_7A_1      5780
46892   12323  34.025444 -117.112917        CSL24640_8B_1      2454
46893   48220  33.753583 -116.970889        CSL04897_3B_1      9820
46894   12323  34.025444 -117.112917        CSL24640_7C_1      5780
46895   48220  33.753583 -116.970889        CSL24897_3A_1      9820
46896   50881  33.937333 -117.192361        CSL04654_3A_1      9820
46897   15194  33.754444 -116.278917        CSL04861_3C_1      9820
46898   12323  34.025444 -117.112917        CSL24640_8A_1      2454
46899   12323  34.025444 -117.112917      CSL24640_7A_2_E      9720
46900   26377  33.826000 -116.548000        CSL24842_3B_1      9820
46901   26377  33.826000 -116.548000        CSL04842_3A_1      9820
46902   15194  33.754444 -116.278917        CSL04861_3A_1      9820
46903   48220  33.753583 -116.970889        CSL04897_3C_1      9820
46904   12323  34.025444 -117.112917        CSL24640_7B_1      5780
46905   12323  34.025444 -117.112917        CSL24640_8C_1      2454
46906   12323  34.025444 -117.112917      CSL24640_7C_2_E      9720
46907   12354  33.730167 -116.388944        CSL04853_2C_1      1975
46908   12354  33.730167 -116.388944        CSL09238_7B_1      5780
46909   12354  33.730167 -116.388944        CSL04853_9C_1       850
46910   12354  33.730167 -116.388944        CSL09238_3A_1      9820
46911   12354  33.730167 -116.388944        CSL09238_3B_1      9820
46912   12354  33.730167 -116.388944        CSL09238_7A_1      5780
46913   12323  34.025444 -117.112917        CSL24640_3A_1      9820
46914   82153  32.623395 -116.996942        CAL05020_8B_1      2435
46915   82153  32.623424 -116.996982        CAL05020_2A_1      2200
46916   82153  32.623395 -116.996942        CAL05020_2B_1      2200
46917   82153  32.623435 -116.996982        CAL05020_8C_1      2435
46918   12323  34.025444 -117.112917        CSL24640_3C_1      9820
46919   82153  32.623435 -116.996982        CAL05020_2C_1      2200
46920   82153  32.623424 -116.996982        CAL05020_8A_1      2435
46921   48633  32.944173 -117.039735     CAL00802_9R_1_DB       700
46922  159309  32.887758 -116.579698      CAL00653_7A_2_F      5330
46923  159309  32.887758 -116.579698      CAL00653_7C_2_F      5330
46924  159309  32.887758 -116.579698      CAL00653_7B_2_F      5330
46925   26383  33.743556 -116.357944        CSL24856_3B_1      9820
46926   26383  33.743556 -116.357944        CSL04856_2A_1      1975
46927   26383  33.743556 -116.357944        CSL04856_2C_1      1975
46928   26383  33.743556 -116.357944        CSL24856_7A_1      5780
46929   26383  33.743556 -116.357944        CSL04856_9B_1       850
46930   26383  33.743556 -116.357944        CSL24856_7C_1      5780
46931   26383  33.743556 -116.357944        CSL04856_2B_1      1975
46932   80174  33.714697 -116.236450        CSL09157_3A_1      9820
46933   14193  33.136355 -117.156022        CAL03457_8B_1      2435
46934   14193  33.136355 -117.156022        CAL03457_8B_1      2435
46935  103085  33.925917 -116.917778        CSL24835_3C_1      9820
46936  103085  33.925917 -116.917778        CSL24835_3C_1      9820
46937  103085  33.925917 -116.917778        CSL04835_3B_1      9820
46938   14193  33.136345 -117.156081        CAL03457_8A_1      2435
46939   14193  33.136345 -117.156081        CAL03457_2A_1      2200
46940  103085  33.925917 -116.917778        CSL04835_3A_1      9820
46941   12380  34.081722 -117.201417        CSL04617_3A_1      9820
46942   82957  32.661588 -116.974540        CAL02024_2B_2     66986
46943   82957  32.661588 -116.974540        CAL02024_2A_2     66986
46944   24443  32.718905 -117.025012        CAL00546_3B_1      9820
46945   24443  32.718905 -117.025012        CAL00546_3B_1      9820
46946   26383  33.743556 -116.357944        CSL24856_3A_1      9820
46947   82957  32.661588 -116.974540        CAL02024_2C_2     66986
46948   82957  32.661588 -116.974540        CAL02024_2A_1      2200
46949   97398  32.694172 -117.168318        CAL02042_2A_1      2200
46950   97398  32.694172 -117.168318        CAL02042_2A_1      2200
46951   97398  32.694172 -117.168318        CAL02042_2A_2     66986
46952   97398  32.694172 -117.168318        CAL02042_2A_2     66986
46953   82957  32.661588 -116.974540        CAL02024_2C_1      2200
46954   26383  33.743556 -116.357944        CSL24856_3C_1      9820
46955   24443  32.718905 -117.025012        CAL00546_9B_1       700
46956   24443  32.718905 -117.025012        CAL00546_9B_1       700
46957   82957  32.661588 -116.974540        CAL02024_2B_1      2200
46958   14193  33.136345 -117.156081        CAL03457_2A_2     66986
46959   82964  32.657545 -116.994422        CAL02026_9A_1       700
46960   79780  32.985311 -117.076706        CAL01635_3A_1      9820
46961   79780  32.985311 -117.076706        CAL01635_3A_1      9820
46962   82964  32.657545 -116.994422        CAL02026_7A_1      5780
46963  134457  33.752094 -117.008100        CSL04901_2A_1      1975
46964  134457  33.752094 -117.008100        CSL04901_9A_1       850
46965  134457  33.752094 -117.008100        CSL04901_7A_1      5780
46966   50979  34.014000 -117.138500        CSL04632_9A_1       850
46967   50979  34.014000 -117.138500        CSL04632_2A_1      1975
46968   50979  34.014000 -117.138500        CSL04632_7A_1      5780
46969   26336  34.470028 -117.188750        CSL04037_9A_1       850
46970   14576  32.714874 -117.148783        CAL00005_7C_1      5780
46971   26336  34.470028 -117.188750        CSL04037_2A_1      1975
46972   11663  34.081611 -116.342944        CSL04827_3C_1      9820
46973   11663  34.081611 -116.342944        CSL04827_3A_1      9820
46974   11663  34.081611 -116.342944        CSL24827_3B_1      9820
46975   13887  33.219061 -117.027268        CAL00477_2C_2     66986
46976   82964  32.657545 -116.994422        CAL02026_2A_2     66986
46977   97674  33.482867 -117.095028        CSL04990_2C_2     66986
46978   13887  33.219061 -117.027268        CAL00477_2B_1      2200
46979   82964  32.657545 -116.994422        CAL02026_2B_1      2200
46980   82964  32.657545 -116.994422        CAL02026_2C_2     66986
46981   97674  33.482867 -117.095028        CSL04990_2B_2     66986
46982   97674  33.482867 -117.095028        CSL04990_2B_2     66986
46983   13887  33.219061 -117.027268        CAL00477_2B_2     66986
46984   13887  33.219061 -117.027268        CAL00477_2A_1      2200
46985   82153  32.623424 -116.996982        CAL05020_2A_2     66986
46986   13887  33.219061 -117.027268        CAL00477_2C_1      2200
46987   14151  32.707899 -117.163994        CAL03345_2A_1      2200
46988   82964  32.657545 -116.994422        CAL02026_2A_1      2200
46989   15038  32.953227 -117.128095        CAL00388_2C_2     66986
46990   82964  32.657545 -116.994422        CAL02026_2B_2     66986
46991   44759  32.720922 -116.414623        CAL00715_9C_1       700
46992   44759  32.720922 -116.414623        CAL00715_9A_1       700
46993   82153  32.623395 -116.996942        CAL05020_2B_2     66986
46994   15038  32.953227 -117.128095        CAL00388_2A_2     66986
46995   82964  32.657545 -116.994422        CAL02026_2C_1      2200
46996   13887  33.219061 -117.027268        CAL00477_2A_2     66986
46997   44759  32.720922 -116.414623        CAL00715_9B_1       700
46998   82153  32.623435 -116.996982        CAL05020_2C_2     66986
46999   97674  33.482867 -117.095028        CSL04990_2A_2     66986
47000   97674  33.482867 -117.095028        CSL04990_2A_2     66986
47001   51016  33.742453 -117.114892        CSL04710_9C_1       850
47002   51016  33.742453 -117.114892        CSL04710_2C_1      1975
47003   51016  33.742453 -117.114892        CSL04710_2A_1      1975
47004   51016  33.742453 -117.114892        CSL24710_3A_1      9820
47005   51016  33.742453 -117.114892        CSL24710_7A_1      5780
47006   51016  33.742453 -117.114892        CSL24710_7B_1      5780
47007   51016  33.742453 -117.114892        CSL24710_7B_1      5780
47008  129315  32.729231 -117.141418      CAL03735_7C_2_F      5330
47009   40753  32.765627 -117.058984      CAL03539_7B_2_F      5330
47010   40753  32.765627 -117.058984      CAL03539_7B_2_F      5330
47011   14556  33.164338 -117.104818      CAL03108_7B_2_F      5330
47012   40753  32.765627 -117.058984      CAL03539_7A_2_F      5330
47013   40753  32.765627 -117.058984      CAL03539_7A_2_F      5330
47014   50610  32.938588 -117.057568      CAL01626_7B_2_F      5330
47015  129315  32.729231 -117.141418      CAL03735_7A_2_F      5330
47016   50610  32.938588 -117.057568      CAL01626_7A_2_F      5330
47017   14556  33.164338 -117.104818      CAL03108_7C_2_F      5330
47018  129315  32.729231 -117.141418      CAL03735_7B_2_F      5330
47019   50610  32.938588 -117.057568      CAL01626_7C_2_F      5330
47020   40753  32.765627 -117.058984      CAL03539_7C_2_F      5330
47021   14556  33.164338 -117.104818      CAL03108_7A_2_F      5330
47022  115756  33.203573 -117.108854        CAL00870_9C_1       700
47023  115756  33.203573 -117.108854        CAL00870_9B_1       700
47024   26401  32.723894 -116.962623        CAL00430_2B_2     66986
47025   26401  32.723894 -116.962623        CAL00430_2B_1      2200
47026  115756  33.203573 -117.108854        CAL00870_9A_1       700
47027   26401  32.723894 -116.962623        CAL00430_2C_1      2200
47028   98989  33.135683 -117.117236        CAL01332_2A_2     66986
47029   98989  33.135683 -117.117236        CAL01332_2C_2     66986
47030   98989  33.135683 -117.117236        CAL01332_2C_2     66986
47031   98989  33.135683 -117.117236        CAL01332_2B_2     66986
47032   98989  33.135683 -117.117236        CAL01332_2B_2     66986
47033   26401  32.723894 -116.962623        CAL00430_2A_1      2200
47034   26401  32.723894 -116.962623        CAL00430_2C_2     66986
47035   26401  32.723894 -116.962623        CAL00430_2A_2     66986
47036   88472  33.563778 -117.179333        CSL04983_3A_1      9820
47037   79780  32.985311 -117.076706        CAL01635_2C_2     66986
47038   79780  32.985311 -117.076706        CAL01635_2C_2     66986
47039   92987  32.962787 -117.057257        CAL01651_3C_1      9840
47040   79780  32.985311 -117.076706        CAL01635_2B_2     66986
47041   79780  32.985311 -117.076706        CAL01635_2C_1      2200
47042   14151  32.707899 -117.163994        CAL00345_8A_1      2435
47043   79780  32.985311 -117.076706        CAL01635_2A_2     66986
47044   79780  32.985311 -117.076706        CAL01635_2A_2     66986
47045   79780  32.985311 -117.076706        CAL01635_2B_1      2200
47046   79780  32.985311 -117.076706        CAL01635_2A_1      2200
47047  106895  33.823697 -116.474981        CSL04955_3A_1      9820
47048  106895  33.823697 -116.474981        CSL04955_7A_1      5780
47049  106895  33.823697 -116.474981        CSL04955_9A_1       850
47050  106895  33.823697 -116.474981        CSL04955_2B_1      1975
47051  106895  33.823697 -116.474981        CSL04955_2A_1      1975
47052  161121  33.961667 -116.501000        CSL03971_7B_1      5780
47053  161121  33.961667 -116.501000        CSL03971_9B_1       850
47054   15986  33.629833 -116.239056        CSL04867_2A_2     66986
47055   15986  33.629833 -116.239056        CSL04867_2C_2     66986
47056   15986  33.629833 -116.239056      CSL24867_7A_2_E      9720
47057   15986  33.629833 -116.239056      CSL24867_7C_2_E      9720
47058   15986  33.629833 -116.239056      CSL24867_7B_2_E      9720
47059   15986  33.629833 -116.239056        CSL04867_2B_2     66986
47060  100555  32.963042 -117.187723        CAL01614_2A_2     66986
47061  100555  32.963042 -117.187723        CAL01614_2A_2     66986
47062   50599  32.661975 -117.057862        CAL02030_3C_1      9820
47063   50599  32.661975 -117.057862        CAL02030_3C_1      9820
47064   15986  33.629833 -116.239056      CSL04867_7A_3_F      5330
47065   15986  33.629833 -116.239056      CSL04867_7C_3_F      5330
47066   15986  33.629833 -116.239056      CSL04867_7B_3_F      5330
47067   50599  32.661955 -117.057832        CAL02030_2B_1      2200
47068   50599  32.661975 -117.057862        CAL02030_7C_1      5780
47069   50599  32.661965 -117.057801        CAL02030_2A_2     66986
47070   50599  32.661955 -117.057832        CAL02030_2B_2     66986
47071   50599  32.661965 -117.057801        CAL02030_2A_1      2200
47072   50599  32.661975 -117.057862        CAL02030_2C_2     66986
47073   50599  32.661975 -117.057862        CAL02030_2C_2     66986
47074   50599  32.661975 -117.057862        CAL02030_2C_1      2200
47075   50599  32.661975 -117.057862        CAL02030_2C_1      2200
47076   50599  32.661975 -117.057862        CAL02030_9C_1       700
47077   50599  32.661975 -117.057862        CAL02030_9C_1       700
47078  115756  33.203573 -117.108854        CAL00870_2A_1      2200
47079  115756  33.203573 -117.108854        CAL00870_2B_2     66986
47080  115756  33.203573 -117.108854        CAL00870_2C_2     66986
47081  115756  33.203573 -117.108854        CAL00870_2B_1      2200
47082  115756  33.203573 -117.108854        CAL00870_2C_1      2200
47083  115756  33.203573 -117.108854        CAL00870_2A_2     66986
47084   87828  33.100758 -117.079562        CAL01335_2C_2     66986
47085   87828  33.100758 -117.079562        CAL01335_2C_2     66986
47086   12364  33.801944 -116.462500      CSL24848_7B_2_E      9720
47087  130778  32.906875 -117.124502        CAL00263_2B_2     66986
47088   12364  33.801944 -116.462500        CSL24848_3C_1      9820
47089   87828  33.100758 -117.079562        CAL01335_2A_2     66986
47090   87828  33.100758 -117.079562        CAL01335_2B_2     66986
47091   87828  33.100758 -117.079562        CAL01335_2B_2     66986
47092   12364  33.801944 -116.462500      CSL24848_7C_2_E      9720
47093   12364  33.801944 -116.462500      CSL24848_7A_2_E      9720
47094   12364  33.801944 -116.462500        CSL24848_7A_1      5780
47095   12364  33.801944 -116.462500        CSL24848_7C_1      5780
47096  130778  32.906875 -117.124502        CAL00263_2A_2     66986
47097   12364  33.801944 -116.462500        CSL24848_3B_1      9820
47098   82957  32.661588 -116.974540      CAL02024_7C_2_F      5330
47099   50599  32.661965 -117.057801      CAL02030_7A_2_F      5330
47100   82964  32.657572 -116.994423      CAL02026_7B_2_F      5330
47101  160487  32.764361 -115.531065      CAL02729_7B_2_F      5330
47102   82964  32.657572 -116.994423      CAL02026_7C_2_F      5330
47103   26401  32.723894 -116.962623      CAL00430_7B_2_F      5330
47104  160487  32.764361 -115.531065      CAL02729_7C_2_F      5330
47105   26401  32.723894 -116.962623      CAL00430_7C_2_F      5330
47106   82957  32.661588 -116.974540      CAL02024_7A_2_F      5330
47107   26401  32.723894 -116.962623      CAL00430_7A_2_F      5330
47108   82957  32.661588 -116.974540      CAL02024_7B_2_F      5330
47109   50599  32.661955 -117.057832      CAL02030_7B_2_F      5330
47110   82964  32.657572 -116.994423      CAL02026_7A_2_F      5330
47111   50599  32.661975 -117.057862      CAL02030_7C_2_F      5330
47112   50599  32.661975 -117.057862      CAL02030_7C_2_F      5330
47113  160487  32.764361 -115.531065      CAL02729_7A_2_F      5330
47114  115521  32.706103 -117.148669        CAL00004_9C_1       700
47115  115521  32.706164 -117.148911        CAL00004_9B_1       700
47116   12364  33.801944 -116.462500        CSL24848_7B_1      5780
47117   50618  32.707995 -117.160765        CAL03518_2E_2     66986
47118   50618  32.707995 -117.160765        CAL25118_2B_2     66986
47119   14151  32.707899 -117.163994        CAL03345_2A_2     66986
47120  115521  32.706103 -117.148669        CAL03004_2C_1      2200
47121  115521  32.706164 -117.148911        CAL03004_2B_2     66986
47122  115521  32.706080 -117.149114        CAL00004_7E_1      5780
47123  115521  32.706103 -117.148669        CAL03004_2C_2     66986
47124  115521  32.706080 -117.149114        CAL00004_7D_1      5780
47125  115521  32.706164 -117.148911        CAL00004_8B_1      2435
47126  115521  32.706103 -117.148669        CAL03004_8C_1      2435
47127  115521  32.706164 -117.148911        CAL00004_7B_1      5780
47128  115521  32.706103 -117.148669        CAL00004_7C_1      5780
47129  102026  34.246225 -116.062250        CSL04823_3C_1      9820
47130   26439  33.592889 -117.148306        CSL24947_3A_1      9820
47131   50602  32.582311 -117.035679        CAL05004_2B_1      2200
47132  102026  34.246225 -116.062250        CSL04823_3B_1      9820
